user,item
16,2172
16,295
16,3245
16,1213
16,3698
16,1209
16,445
16,1613
16,197
16,2406
16,1342
16,2020
16,315
16,3700
16,3005
16,2320
16,3716
16,3575
16,2525
16,967
16,2553
16,3174
16,1373
16,1300
16,2599
16,3032
16,3862
16,1583
16,941
16,2662
16,1920
16,1269
16,1076
16,1572
16,2984
16,1126
16,1375
16,912
16,528
17,526
17,2018
17,2092
17,968
17,2469
17,1004
17,1967
17,2401
17,2144
17,2115
17,109
17,1241
17,2080
17,301
17,420
17,2079
17,3107
17,1184
17,2053
17,2138
17,1386
17,49
17,2104
17,366
17,363
17,1031
17,530
17,3703
17,1561
17,3268
17,2004
17,2075
17,2141
17,2762
17,1035
17,1072
17,231
17,1088
17,2383
17,2892
17,1125
17,433
17,1027
17,295
17,3396
17,3792
17,3667
17,1872
17,585
17,3259
17,3174
17,312
17,2005
17,221
17,2390
17,3033
17,2290
17,1959
17,594
17,2122
17,2403
18,1908
18,2365
18,2745
18,2621
18,1430
18,2159
18,3526
18,2639
18,3623
18,2001
18,3927
18,2080
18,2761
18,3324
18,2114
18,1195
18,2989
18,2598
18,2489
18,1209
18,2063
18,2354
18,2645
18,2335
18,2086
18,2084
18,2686
18,1219
18,197
18,3751
18,1326
18,588
18,2887
18,1981
18,2859
18,1258
18,1274
18,3634
18,1526
18,2840
18,1339
18,1607
18,1260
18,1079
18,1596
18,3081
18,2138
18,1999
18,1187
18,1349
18,1572
19,1239
19,3752
19,3526
19,1374
20,2999
20,3052
20,0
20,1644
21,2337
21,832
21,2698
21,2415
21,2192
21,2373
21,472
21,1973
21,2395
21,1478
21,2790
21,1543
21,1605
21,1376
21,287
21,3752
21,428
21,3266
21,3526
21,2477
21,2099
21,609
21,607
21,2541
21,588
21,2323
21,798
21,3357
21,2194
21,1390
21,2745
21,2264
21,2825
21,2857
21,3623
21,1424
21,2370
21,69
21,376
21,2996
21,1393
21,3659
21,1652
21,707
21,3834
21,1922
21,1072
21,2347
21,1596
21,15
21,848
21,779
21,817
21,584
21,2489
21,1126
21,103
21,1428
21,2793
22,3100
22,295
22,902
22,3769
22,2390
22,328
22,59
22,2418
22,0
22,160
22,2627
22,1609
22,903
22,3395
22,1089
22,3577
22,2175
22,2099
22,2870
22,907
22,1746
22,3701
22,3575
22,1059
22,1264
22,3051
22,1319
22,1242
22,923
22,1217
22,31
22,3103
22,719
22,3357
22,28
22,2807
22,658
22,2616
22,49
22,2532
22,857
22,2900
22,2501
22,3785
22,3702
22,3069
22,356
22,3637
22,2553
22,1205
22,3146
22,318
22,3919
22,124
22,2656
22,744
22,1675
22,1579
22,1126
22,1957
23,1026
23,1089
23,328
23,3684
23,538
23,2242
23,3128
23,591
23,49
23,2000
23,1287
23,1220
23,3159
23,1662
23,109
23,592
23,2790
23,2405
23,647
23,424
23,2722
23,2244
23,1776
23,1579
23,2756
23,3698
23,2027
24,1609
24,259
24,1908
24,1572
24,2252
24,2010
24,3744
24,2093
24,587
24,1372
24,2699
24,3675
24,1390
24,2711
24,3155
24,1881
24,787
25,3267
25,266
25,3607
25,2312
25,0
25,3421
25,2857
25,3081
25,2915
25,2801
25,159
25,1484
25,1246
25,2268
25,465
25,117
25,2133
25,2917
25,1993
25,2105
25,3268
25,444
25,1783
25,1245
25,332
25,3252
25,439
25,3359
25,2700
25,2246
25,3247
25,3248
25,3590
25,3113
25,260
25,1390
25,3205
25,471
25,215
25,6
25,462
25,2334
25,2699
25,723
25,1681
25,1099
25,1592
25,2144
25,1996
25,2417
25,37
25,2053
25,3637
25,1386
25,134
25,3286
25,585
25,1301
25,184
25,470
25,1462
25,2052
25,377
25,3845
25,1702
25,3
25,235
25,587
25,1778
25,2422
25,2290
25,510
25,1096
25,3808
25,1543
25,3055
25,124
25,3361
25,2354
25,3107
26,2099
26,1616
26,2137
26,1251
26,2173
26,1996
26,2002
26,1197
26,259
26,2871
26,2185
26,1281
26,1264
26,2004
27,1178
27,46
27,1410
27,845
27,3333
27,2395
27,3792
27,1955
27,1277
27,3547
27,1197
27,24
27,929
27,1213
27,1616
27,1199
27,898
27,1922
27,2917
27,1229
27,900
28,2661
28,2114
28,2489
28,1221
28,162
28,1213
28,376
28,3739
28,3638
28,1209
28,3417
28,1134
28,2365
28,732
28,857
28,1579
28,1261
28,2549
28,493
28,1220
28,1035
29,1215
29,2761
29,1040
29,3154
29,49
29,3553
29,1783
29,1096
30,439
30,2934
30,3395
30,946
30,3036
30,950
30,3340
30,3515
30,933
30,1280
30,2000
30,1957
30,2406
30,3947
30,2301
30,920
30,2422
30,1135
30,1269
30,586
30,356
30,932
30,2064
31,2761
31,1682
31,3285
31,550
31,3820
31,1295
31,3786
31,1616
31,1087
32,1366
32,1993
32,2778
32,2117
32,1716
32,2663
32,2996
32,1357
32,1266
32,1349
32,1269
32,2639
32,1698
32,3168
32,2921
32,3015
32,35
32,2365
32,2661
32,1252
32,295
32,2931
32,3470
32,3110
32,2173
32,970
32,2277
32,952
32,317
32,2649
32,2950
32,1662
32,2553
32,2645
32,918
32,2131
32,3255
32,2271
32,2177
32,3504
32,1093
32,1373
32,1614
32,1386
32,1392
32,1226
32,3475
32,1298
32,1271
32,1624
32,3450
32,1945
32,2907
32,2395
32,3843
32,3525
32,2192
32,2422
32,3361
32,1174
32,1393
32,2746
32,3910
32,585
32,2070
32,2940
32,3684
32,1248
32,2946
32,2637
32,1195
32,948
32,594
32,3598
32,652
32,31
32,1677
32,363
33,2468
33,162
33,2803
33,454
33,3268
33,1269
33,1568
33,2415
33,932
33,3256
33,2887
33,744
33,2290
33,3103
33,2374
33,2405
33,1499
33,1258
33,1380
33,3784
33,2144
33,2370
33,3525
33,355
33,2080
33,1206
33,1027
33,2053
33,2173
33,1090
33,1644
33,1894
34,3059
34,2237
34,944
34,2610
34,3566
34,2691
34,3364
34,1418
34,964
34,2707
34,947
34,903
34,3674
34,1277
34,2080
34,2931
34,2238
34,2395
34,3073
34,2312
34,2384
34,3460
34,3670
34,2761
34,2330
34,1077
34,2574
34,1224
34,1209
34,2950
34,2351
34,607
34,1299
34,57
34,2064
34,901
34,2946
34,2099
34,727
35,3762
35,1373
35,2468
35,2011
35,2417
35,1264
35,3440
35,143
35,465
35,2882
35,3051
35,255
35,2099
35,355
35,1394
35,2579
35,3034
35,3071
35,1248
35,2489
35,523
35,1291
35,1319
35,1673
35,1999
35,1526
35,526
35,2814
35,2701
35,1294
35,851
35,588
35,3622
35,448
35,2627
35,3141
35,3835
35,453
35,1188
35,2526
35,1404
35,1700
35,109
35,1874
35,31
35,3155
35,1906
35,315
35,2958
35,2712
35,2715
35,2107
35,2915
35,2027
35,2501
35,1232
35,1273
35,3792
35,732
35,591
35,2686
35,3575
35,1239
35,2077
35,1146
35,3701
35,1200
35,2986
35,379
35,291
36,3285
36,1209
36,376
36,355
36,1246
36,1093
36,1196
36,3158
36,338
36,3398
37,837
37,439
37,2296
37,2095
37,91
37,2058
37,542
37,1776
37,1894
37,3258
37,1720
37,46
37,376
37,47
37,585
37,1440
37,2354
37,2144
37,2676
37,1379
38,1192
38,2598
38,1059
38,3752
38,222
38,3113
38,2691
38,3299
38,3156
38,3744
38,2682
38,3353
39,951
39,59
39,779
39,1926
39,1209
39,2986
39,1261
39,2365
39,2967
39,2104
39,1
39,652
39,420
39,1675
39,1084
39,2943
39,3195
39,2286
39,2401
40,1195
40,1642
40,1687
40,223
40,2337
41,3769
41,1195
41,1287
41,1609
41,3268
41,31
41,2407
41,195
41,1572
41,1920
41,376
41,479
41,1274
41,3701
41,968
41,2984
41,3174
41,3703
41,1428
41,3086
41,1376
41,747
41,1209
41,1543
41,2992
41,1875
41,1076
41,1517
41,493
41,1286
41,1372
41,2011
41,23
41,2010
41,3757
41,2405
41,2455
41,609
41,3926
41,2641
41,3420
41,3637
41,1778
41,2370
41,2914
41,1923
42,3297
42,2761
42,2370
42,2706
43,647
43,1078
43,2160
43,2406
43,890
43,1982
43,2871
43,2106
43,595
43,1303
43,3488
43,315
43,348
43,3754
43,1572
43,2020
43,542
43,2019
43,2005
43,2917
43,1209
43,952
43,3174
43,1197
43,2470
43,2796
43,2405
43,2132
43,316
43,589
43,1269
43,591
43,1526
43,588
43,2082
43,2621
43,2114
43,2104
44,3086
44,1352
44,3811
44,1599
44,488
44,2848
44,3872
44,2941
44,2580
44,1389
44,2036
44,2143
44,508
44,2051
44,1640
44,1303
44,3051
44,1700
44,1082
44,1027
44,904
44,2656
44,34
44,2883
44,194
44,1781
44,434
44,3613
44,632
44,1565
44,2597
44,2265
44,2670
44,3450
44,251
44,2405
44,3283
44,837
44,3851
44,338
44,3523
44,0
44,1499
44,670
44,45
44,908
44,3503
44,304
44,3461
44,526
44,1540
44,1017
44,2628
44,2406
44,1056
44,2204
44,2064
44,234
44,2123
45,528
45,2106
45,3360
45,2337
45,1985
45,846
45,1971
45,2159
46,1040
46,248
46,1220
46,857
47,1019
47,1357
47,3653
47,900
47,933
47,1681
47,1182
47,2092
47,47
47,2093
47,335
47,532
47,2002
47,3032
47,1906
47,1703
47,2826
47,3808
47,1008
47,2642
47,16
47,106
47,1953
47,3797
47,1256
47,2422
47,587
47,2686
47,2400
47,169
47,2160
47,2277
47,449
47,3106
47,914
47,936
47,1084
47,2403
47,1192
47,2615
47,1103
47,2857
47,2320
47,6
47,1404
47,3622
47,238
47,1218
47,2639
47,990
47,2531
47,1776
47,3623
47,797
47,2946
47,2530
47,2108
47,2760
47,3098
47,452
47,2570
47,1239
47,898
47,428
47,355
47,491
47,2945
47,2528
47,2705
47,49
47,2377
47,1796
47,3146
47,371
47,2086
47,607
47,439
47,348
47,276
47,2986
47,1800
47,2758
47,1369
47,1206
47,551
47,1910
47,1265
47,747
47,922
47,1014
47,1460
47,2796
47,2989
47,2375
47,152
47,512
47,315
47,2058
47,2066
47,1290
47,552
47,2015
47,302
47,1203
47,299
47,2149
47,923
47,1458
47,3792
47,255
47,1473
47,3259
47,1484
47,233
47,1379
47,20
47,3607
47,23
47,259
48,1553
48,2946
48,2639
48,2393
48,3361
48,1951
48,493
48,88
48,3437
48,295
48,3081
48,2907
48,588
48,3784
48,1147
48,2699
48,348
48,3451
48,3754
48,594
48,0
49,1281
49,479
49,3508
49,3862
49,1543
49,3750
49,3511
49,2240
50,3593
50,3616
50,1894
50,3113
50,347
50,1264
50,3408
50,1922
51,3951
51,1046
51,588
51,348
51,2125
51,1588
51,3696
51,379
51,111
51,3860
51,1551
51,2698
51,2027
51,1378
51,510
52,1392
52,560
52,3202
52,1686
52,542
52,1618
52,3684
52,3784
52,414
52,765
52,2698
52,2721
52,3099
52,2727
52,3152
52,2612
52,2715
52,1200
52,352
52,2087
52,1125
52,493
52,24
52,1386
52,3255
52,2002
52,1088
52,1657
52,673
52,3619
52,521
52,1319
52,2251
52,2580
52,514
52,528
52,2627
52,1692
52,1720
52,1883
52,2638
52,447
52,33
52,34
52,1377
52,561
52,172
52,2388
52,2874
52,500
52,3478
52,1299
52,505
52,1207
52,1076
52,696
52,740
52,326
52,3266
52,921
52,2368
52,2597
52,1206
52,3029
52,268
52,1565
52,363
52,3447
52,1887
52,1681
52,1210
52,1058
52,3707
52,430
52,2394
52,2092
52,2119
52,2323
52,246
52,2045
52,509
52,1126
52,2986
52,3254
52,281
52,1018
52,2516
52,3556
52,1553
52,2099
52,1973
52,2639
52,1185
52,2077
52,2018
52,2412
52,3703
52,1129
52,3659
52,1624
52,381
52,1590
52,3876
52,593
52,3017
52,1183
52,2866
52,197
52,1959
52,879
52,1172
52,3451
52,1195
52,169
52,2571
52,189
52,2420
52,3498
52,1647
52,1747
52,1526
52,779
52,3417
52,1289
52,1257
52,570
52,221
52,2093
52,1294
52,1620
52,234
52,2166
52,1269
52,949
52,20
52,3245
53,2299
53,1015
53,1393
53,2787
53,1229
53,3113
53,234
53,3684
54,588
54,1265
54,592
54,1783
54,295
55,2541
55,3059
55,3018
55,607
55,1922
55,5
55,473
55,1728
55,49
55,2320
55,2358
55,3245
55,2426
56,2803
56,3784
56,3820
56,1465
56,3299
56,1257
56,2309
56,3754
56,2347
56,2032
56,2790
56,2656
57,3087
57,3106
57,1800
57,508
57,2075
57,1258
57,376
57,3100
57,3097
57,2705
57,2143
57,172
57,925
57,20
57,953
57,3936
57,660
57,2455
57,2918
57,2394
57,2579
57,3653
57,479
57,1551
57,2807
57,1746
57,3175
57,857
57,2917
57,1123
57,607
57,2462
57,2743
57,3159
57,1079
57,1072
57,28
57,670
57,2173
57,1195
57,328
57,2033
57,2290
57,3699
57,747
57,2056
57,2614
57,1967
57,315
57,2911
57,2395
57,1370
57,2114
57,1239
57,2020
57,2104
57,3659
57,3739
57,1184
57,1376
57,1882
57,2116
57,1964
57,3892
57,2733
57,903
57,366
57,2362
57,2794
57,1260
57,1349
57,1583
57,2011
57,3750
57,1229
57,1234
57,3059
57,3638
57,1465
57,3703
57,2946
57,2724
57,2790
57,1386
57,2392
57,3023
57,1681
58,3094
58,649
58,2730
58,2715
58,3060
58,3667
58,902
58,2299
58,376
58,1233
58,1219
58,1203
58,1065
58,1579
58,1229
58,2064
58,923
58,3167
58,3156
58,1218
58,1027
58,1182
58,35
58,3468
58,2942
58,40
58,3544
58,3349
58,3259
58,2027
58,2531
58,1292
58,3910
58,2711
58,1652
58,3413
58,2397
58,2335
58,3200
58,898
58,949
58,1956
59,379
59,1458
59,215
59,163
59,3175
59,1891
59,355
59,3711
59,3475
59,349
59,1499
59,1753
59,1624
59,1041
60,3888
60,3614
60,3451
60,2642
60,3896
60,3554
60,1720
61,3349
61,2368
61,1943
61,1281
61,929
61,2182
61,2778
61,3073
61,2078
61,110
61,2001
61,453
61,1293
61,3506
61,1085
61,1280
61,1089
61,2621
61,1076
61,3385
61,3467
61,409
61,3723
61,3788
61,2745
61,2144
61,3870
61,15
61,781
61,507
61,140
61,607
61,287
61,3542
61,317
61,3295
61,1083
61,2716
61,3306
61,3413
61,1246
61,1243
61,1703
61,3528
61,3094
61,933
61,268
61,2471
61,2404
61,908
61,2938
61,2114
61,1282
61,2647
61,1211
61,2435
61,3362
61,593
61,1951
61,236
61,1220
61,1234
61,2205
61,2711
61,1677
61,1072
61,1224
61,1095
61,2069
61,370
61,3551
61,295
61,2008
61,3612
61,1882
61,2526
61,3633
61,1746
61,1343
61,2296
61,1160
61,171
61,3704
61,3447
61,376
61,1209
61,3705
61,3503
61,1213
61,2715
61,1290
61,1588
61,2528
61,3684
61,1
61,2193
61,1253
61,732
61,2406
62,2426
62,3792
62,967
62,2699
62,2579
62,3272
62,2705
62,2187
62,3542
62,2975
62,2771
62,3408
62,2687
62,2598
62,784
62,911
62,2722
62,2022
62,2605
63,2699
63,3272
63,1197
63,315
63,3004
64,735
64,2027
64,3947
64,2627
64,1585
64,647
64,3156
64,732
64,1258
64,2469
64,3752
64,499
64,591
64,594
64,3273
64,952
64,3622
64,355
64,2267
64,1099
64,2986
64,1195
64,831
64,479
65,3577
65,550
65,523
65,3862
65,2693
66,1961
66,1249
66,950
66,3358
66,149
66,1951
66,110
66,1271
66,1703
66,586
66,2066
66,993
67,0
67,1242
67,2689
67,2395
67,1264
67,3395
67,2907
67,2299
67,2063
67,2323
67,1277
67,1135
67,1079
67,2796
68,1793
68,295
68,13
68,16
68,1746
68,592
68,508
68,1290
68,1094
68,2889
68,39
68,445
68,537
69,2394
69,3173
69,2827
69,2687
69,3113
69,3752
69,3622
69,2598
69,2693
69,2335
70,3407
70,3784
70,2709
70,647
70,2639
71,3868
71,2857
71,607
71,3123
71,2320
71,586
71,3104
71,2027
72,2002
72,596
72,1209
72,3437
72,1768
72,1370
72,1583
72,46
72,2698
72,2715
72,2857
72,2716
72,588
72,3439
72,2409
72,3209
72,1147
72,2866
72,2104
72,3767
72,2656
72,2377
72,691
72,589
72,719
72,479
72,2598
72,2053
72,378
72,1371
72,3750
72,2369
72,3449
72,434
72,1607
72,3863
72,1221
72,1090
72,1373
72,835
72,1920
72,3408
72,1199
72,1430
72,1372
72,2095
72,2691
72,2795
72,2080
72,1319
72,2791
73,2857
73,1027
73,1731
73,2299
73,1616
73,295
73,614
73,607
74,1543
74,157
74,2051
74,1028
74,1029
74,1830
74,672
74,2136
74,2391
74,1096
74,1922
74,3399
74,3033
74,12
74,479
74,1919
74,3156
74,2058
74,2845
74,576
74,2760
74,168
74,1565
74,1195
74,2682
74,454
74,2719
74,1072
74,238
74,585
74,361
74,1484
74,3174
74,1581
74,1847
75,607
75,3945
75,3897
75,1100
75,3104
75,2500
75,2456
75,1911
75,535
75,1212
75,1232
75,1410
75,777
75,2288
75,1248
75,2889
75,799
76,2709
76,2693
76,2598
76,2540
76,2705
76,3752
76,2187
77,2080
77,2170
77,2019
77,2320
77,2288
77,355
77,3113
77,3246
77,3613
77,744
77,3059
77,1028
77,2996
77,3711
77,155
77,1029
77,2107
77,143
77,1640
77,2857
77,3071
77,593
77,1793
77,782
77,2538
77,1056
77,470
77,937
78,3743
78,2685
78,3511
78,1269
78,3408
78,799
79,2354
79,230
79,0
79,3172
79,1407
79,596
79,589
79,2761
79,3146
80,481
80,1298
80,903
80,1259
80,2027
80,2923
80,259
80,2857
80,1198
80,3947
80,2920
80,904
80,912
80,1227
80,3467
80,329
80,954
81,3099
81,61
81,647
81,109
81,3251
81,3685
81,1624
81,2267
81,3509
81,184
81,1579
81,1392
81,1269
81,1357
81,15
81,456
81,627
81,3155
81,1410
81,1458
81,3255
81,159
81,831
82,59
82,2161
82,2104
82,3488
82,2368
82,3797
82,2020
82,2053
82,557
82,2796
82,2335
82,2733
82,1269
82,1966
82,2974
82,2689
82,3577
82,2160
82,3478
83,456
83,2857
83,434
83,591
83,1214
83,109
84,647
84,3509
84,3297
84,3858
84,3792
84,2709
84,1281
85,1014
85,903
85,1034
85,1087
85,647
85,2996
85,152
85,1543
85,479
86,479
86,3638
86,2156
86,1784
86,2947
86,2570
86,1609
86,1195
86,1196
86,582
86,109
87,110
87,2926
87,1298
87,1220
87,1089
87,1299
87,3333
87,2027
87,3067
87,1283
87,1171
87,3360
87,2709
88,1703
88,1960
88,3739
88,3867
89,2915
89,3185
89,1041
89,453
89,369
89,1475
89,3868
89,785
89,3895
89,3797
89,94
89,163
89,3255
89,851
89,2026
89,1798
89,3623
89,439
89,280
89,11
89,256
89,1526
89,1681
89,3264
89,735
89,585
89,1135
89,2857
89,336
89,3207
89,3099
89,3862
89,1728
89,1768
89,184
89,552
89,3218
89,2958
89,1579
89,2105
89,1458
89,607
89,646
89,2539
89,1218
90,2395
90,1306
90,110
90,2787
90,3385
90,1393
90,2917
90,267
91,23
91,3453
91,2700
91,1526
91,3175
91,216
91,2420
91,1199
91,1753
91,3603
91,2358
91,2122
91,2470
91,2722
91,3820
91,2803
91,3039
91,359
91,2723
91,103
91,1692
91,591
91,238
91,3525
91,735
91,3256
91,2770
91,1030
91,1213
91,1023
91,1063
91,3514
91,291
91,3784
91,593
91,72
91,899
91,2875
91,708
91,1581
91,2715
91,2412
91,1687
91,1640
91,2717
91,2799
91,2045
91,3534
91,1596
91,3742
91,2887
91,2293
91,16
91,1056
91,2047
91,1357
91,2484
91,2940
91,2558
91,3081
91,687
91,3554
91,1072
91,3752
91,1407
91,2718
91,1551
91,3622
91,159
91,3542
91,2796
91,660
91,3407
91,3488
91,898
91,2977
91,3824
91,2949
91,1996
91,2605
91,2134
91,3616
91,157
91,69
91,2328
91,3237
92,2152
92,2531
92,20
92,1751
92,3526
92,2408
92,376
92,9
92,3876
92,588
92,1404
92,2475
92,1196
92,484
92,3439
92,2990
92,3752
92,2467
92,1374
92,2691
92,735
92,2527
92,666
92,1498
92,1543
92,3792
92,860
92,1371
92,172
92,594
92,2641
92,3637
92,2354
92,719
92,2923
92,2570
92,167
92,5
92,1680
92,3212
92,315
92,1675
92,609
92,2018
93,1260
93,2454
93,3836
93,1348
94,2323
94,109
94,2698
94,379
94,1248
94,1088
94,2915
94,1579
94,1134
94,1596
94,3106
94,1922
94,2571
94,2267
94,607
94,3174
94,2358
94,317
94,367
95,1960
95,1035
95,526
95,336
95,3099
95,456
95,3622
95,3407
95,3104
95,2761
95,589
95,3512
95,1693
95,1783
95,1906
95,35
96,2996
96,2898
96,952
96,3094
96,2663
96,2017
96,912
96,1302
96,958
96,2209
96,909
96,917
96,903
96,1996
96,3544
96,2931
96,1247
96,921
96,1944
96,3060
96,1211
96,3729
96,1943
96,2870
96,3701
96,593
96,3723
96,2042
96,905
96,2397
97,919
97,2240
97,295
97,1128
98,31
98,3300
98,3900
98,1041
98,3452
98,3005
98,2541
98,2079
98,1192
98,3297
98,2267
98,0
98,918
98,1197
98,343
98,3895
98,109
98,3896
98,1202
98,2017
98,1245
99,968
99,1370
99,918
99,3947
99,14
99,1100
99,2366
99,1596
99,799
99,2627
99,20
99,2570
99,109
99,1303
99,1675
100,3207
100,779
100,1875
100,3754
100,3396
100,367
100,3526
100,2410
100,1213
100,2404
100,2825
100,647
100,2401
100,735
100,3258
100,2352
100,1999
100,1543
100,1195
100,1035
100,2408
101,2598
101,929
101,2682
101,3553
101,3434
101,3951
101,1265
101,376
101,2862
101,1754
101,925
101,2395
101,2354
101,2685
101,950
101,912
101,3533
101,23
101,1239
101,2574
101,3297
101,2996
101,2691
101,3914
101,202
101,2699
102,2807
102,1832
102,479
102,1020
102,8
102,532
102,2548
102,2005
102,379
102,2001
102,2825
102,2352
102,2159
102,392
102,473
102,3554
102,171
102,848
102,1407
102,94
102,69
102,1498
102,2152
103,2037
103,3762
103,2706
103,2700
103,222
103,997
103,857
103,3004
103,2975
104,3792
104,2990
104,1199
104,2528
104,3526
104,3255
104,2287
104,3945
104,2946
104,2193
104,2027
104,1220
105,585
105,919
105,968
105,496
105,1673
105,264
105,1093
105,1306
105,3096
106,3092
106,860
106,1660
106,3361
106,2185
106,2142
106,3682
106,912
106,3360
106,1251
106,1271
106,909
106,950
106,3364
106,1203
106,2907
106,2851
106,2935
106,2009
106,928
106,2947
106,3229
106,1616
106,932
107,3910
107,479
107,1976
107,1170
107,3674
107,647
107,1269
108,2114
108,1277
108,902
108,0
108,1072
108,2404
108,538
108,3295
108,1233
108,931
108,3670
108,1730
108,1303
108,2097
108,1290
108,1192
109,152
109,2857
109,2984
109,366
109,2001
109,2911
109,3299
109,2604
109,1376
109,3700
109,1543
109,1248
109,2791
109,2691
109,3929
109,2615
110,3255
110,35
110,1187
110,1859
110,299
110,3808
110,1146
110,2271
110,1913
110,3107
110,3078
110,1588
110,1147
110,3100
110,528
110,1516
110,1922
110,31
111,2086
111,2185
111,2181
111,1343
111,921
111,1324
111,1178
111,941
111,1259
111,3212
111,2077
111,1283
112,3326
112,3189
112,3798
112,3882
112,1100
112,2093
112,3554
112,315
112,3622
112,2857
112,2656
112,3535
112,69
113,2115
113,2663
113,2857
113,106
113,2032
113,1072
113,2996
113,899
113,0
113,361
113,47
113,593
113,913
113,2095
113,363
113,3872
113,59
113,2077
113,1017
114,3792
114,3480
114,3862
114,3947
114,2010
114,3907
114,1976
115,3253
115,2771
115,3536
115,1018
115,3948
115,1369
115,1996
115,3015
115,2173
115,2685
115,3792
115,2733
115,3447
115,2855
115,2004
115,2420
115,1622
116,2053
116,3839
116,3754
116,2112
116,3437
116,2686
116,1048
116,1579
116,1379
116,1747
116,3106
116,1555
116,1260
116,2900
116,2452
116,1975
116,1344
116,3112
116,1297
116,2647
116,3475
116,3805
116,1373
116,1384
116,605
116,594
116,1721
116,2042
116,3374
116,252
116,1264
116,2641
116,327
116,1393
116,3697
116,433
116,3938
116,2091
116,2089
116,1437
116,3266
116,1327
116,348
116,2634
116,2099
116,2633
116,2643
116,1992
116,2118
116,1029
116,2121
116,3926
116,1652
116,1906
116,292
116,1072
116,3750
116,3925
116,2862
116,1369
116,2364
116,2017
116,1551
116,3769
116,1273
116,3097
116,2967
116,2986
116,672
116,3113
116,2816
116,3941
116,1218
116,3701
116,1082
116,3196
116,3202
116,2460
116,890
116,3918
116,2287
116,2745
116,1303
116,479
116,3744
116,2143
116,3670
116,149
116,1204
116,1376
116,355
116,2152
116,1995
116,2527
116,2786
116,2057
116,1380
116,2010
116,3753
116,2614
116,1978
117,1268
117,348
117,94
117,3577
117,1374
117,2639
117,3744
117,2392
117,1276
117,2916
117,3703
117,2946
117,904
117,2247
117,3754
117,3792
117,1256
117,1720
117,939
117,379
117,1293
117,647
117,2192
117,1355
117,1203
117,3682
117,1572
117,1721
117,940
117,10
117,673
117,2627
117,1239
117,2992
117,2598
117,1089
117,897
